abs_returned_noise,abs_sent_noise,avg_returned,avg_returned_decision,avg_sent,avg_sent_decision,condition,condition_label,decision_return_ratio,experiment,final_agent_1,final_agent_2,final_mean_agent_balance,final_total,game_params_name,informed,model,model_raw,noise_applies_to,noise_direction,noise_range,noise_type,num_game_rounds,path,return_ratio,root,sent_actual_decision_ratio,task_order,task_order_label
2.281,0.5650000000000001,13.115,10.834,4.865,4.3,noisy_positive_5_informed,Positive k=5 informed,0.83984496124031,noise_positive_mem3_claude_sonnet_45,73.22,74.08,73.65,147.3,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_027_neutral.json,0.8985954093867764,v4_direct_provider,1.1313953488372093,game,Game only
1.619,0.6970000000000001,13.536999999999999,11.918,4.897,4.2,noisy_positive_5_informed,Positive k=5 informed,0.945873015873016,noise_positive_mem3_claude_sonnet_45,73.36,74.58,73.97,147.94,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_028_neutral.json,0.9214485058879587,v4_direct_provider,1.1659523809523809,game,Game only
1.356,0.2,13.356,12.0,5.0,4.8,noisy_positive_5_informed,Positive k=5 informed,0.8333333333333334,noise_positive_mem3_claude_sonnet_45,77.05999999999999,72.94,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_029_neutral.json,0.8904,v4_direct_provider,1.0416666666666667,game,Game only
0.695,0.2,14.495,13.8,5.0,4.8,noisy_positive_5,Positive k=5,0.9583333333333334,noise_positive_mem3_claude_sonnet_45,73.07,76.93,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_030_neutral_anything.json,0.9663333333333333,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.972,0.3,13.972,13.0,5.0,4.7,noisy_positive_5,Positive k=5,0.9219858156028369,noise_positive_mem3_claude_sonnet_45,71.84,78.16,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_031_neutral_anything.json,0.9314666666666667,v4_direct_provider,1.0638297872340425,game_myth,Game -> myth
0.661,0.2,14.271,13.61,5.0,4.8,noisy_positive_5,Positive k=5,0.9451388888888889,noise_positive_mem3_claude_sonnet_45,71.55,78.45,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_032_neutral_anything.json,0.9514,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.41300000000000003,0.2,13.938,13.525,5.0,4.8,noisy_positive_5,Positive k=5,0.9392361111111112,noise_positive_mem3_claude_sonnet_45,72.12,77.88,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_033_neutral_anything.json,0.9291999999999999,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
1.253,0.5,14.853,13.6,5.0,4.5,noisy_positive_5,Positive k=5,1.0074074074074073,noise_positive_mem3_claude_sonnet_45,73.53,76.47,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_034_neutral_anything.json,0.9902,v4_direct_provider,1.1111111111111112,game_myth,Game -> myth
0.984,0.22,14.244,13.26,4.82,4.6,noisy_positive_5,Positive k=5,0.9608695652173913,noise_positive_mem3_claude_sonnet_45,71.38,75.02000000000001,73.2,146.4,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_035_neutral_anything.json,0.9850622406639005,v4_direct_provider,1.047826086956522,game_myth,Game -> myth
0.9840000000000001,0.2,14.469,13.485,5.0,4.8,noisy_positive_5,Positive k=5,0.9364583333333333,noise_positive_mem3_claude_sonnet_45,71.33,78.67,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_036_neutral_anything.json,0.9646,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
1.165,0.2,14.665,13.5,5.0,4.8,noisy_positive_5,Positive k=5,0.9375,noise_positive_mem3_claude_sonnet_45,76.07000000000001,73.92999999999999,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_037_neutral_anything.json,0.9776666666666667,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.875,0.2,14.575,13.7,5.0,4.8,noisy_positive_5,Positive k=5,0.9513888888888888,noise_positive_mem3_claude_sonnet_45,74.39,75.61,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_038_neutral_anything.json,0.9716666666666667,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.791,0.25,14.411,13.620000000000001,4.93,4.68,noisy_positive_5,Positive k=5,0.9700854700854702,noise_positive_mem3_claude_sonnet_45,72.01,76.59,74.30000000000001,148.60000000000002,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_039_neutral_anything.json,0.9743745774171738,v4_direct_provider,1.0534188034188035,game_myth,Game -> myth
0.648,0.22,13.998,13.35,4.92,4.7,noisy_positive_5,Positive k=5,0.9468085106382979,noise_positive_mem3_claude_sonnet_45,72.64,75.76,74.2,148.4,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_040_neutral_anything.json,0.9483739837398376,v4_direct_provider,1.0468085106382978,game_myth,Game -> myth
0.995,0.146,14.164,13.169,4.746,4.6,noisy_positive_5,Positive k=5,0.9542753623188406,noise_positive_mem3_claude_sonnet_45,69.28,75.64,72.46000000000001,144.92000000000002,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_041_neutral_anything.json,0.9948026408203399,v4_direct_provider,1.0317391304347827,game_myth,Game -> myth
0.756,0.2,14.281,13.525,5.0,4.8,noisy_positive_5,Positive k=5,0.9392361111111112,noise_positive_mem3_claude_sonnet_45,71.37,78.63,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_042_neutral_anything.json,0.9520666666666667,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
1.589,0.2,14.623,13.034,5.0,4.8,noisy_positive_5,Positive k=5,0.9051388888888889,noise_positive_mem3_claude_sonnet_45,73.28999999999999,76.71000000000001,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_043_neutral_anything.json,0.9748666666666665,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.6940000000000001,0.2,12.769,12.075,5.0,4.8,noisy_positive_5,Positive k=5,0.8385416666666666,noise_positive_mem3_claude_sonnet_45,72.99,77.01,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_044_neutral_anything.json,0.8512666666666666,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.746,0.2,14.346,13.6,5.0,4.8,noisy_positive_5_informed,Positive k=5 informed,0.9444444444444444,noise_positive_mem3_claude_sonnet_45,71.38,78.62,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_045_neutral_anything.json,0.9564,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.866,0.198,14.016,13.15,4.898,4.7,noisy_positive_5_informed,Positive k=5 informed,0.9326241134751773,noise_positive_mem3_claude_sonnet_45,70.7,77.26,73.98,147.96,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_046_neutral_anything.json,0.953858717844018,v4_direct_provider,1.0421276595744682,game_myth,Game -> myth
1.1789999999999998,0.28400000000000003,14.147,12.968,4.959,4.675,noisy_positive_5_informed,Positive k=5 informed,0.9246345811051694,noise_positive_mem3_claude_sonnet_45,71.98,77.2,74.59,149.18,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_047_neutral_anything.json,0.9509309672649057,v4_direct_provider,1.0607486631016043,game_myth,Game -> myth
1.3860000000000001,0.3,13.966000000000001,12.58,5.0,4.7,noisy_positive_5_informed,Positive k=5 informed,0.8921985815602836,noise_positive_mem3_claude_sonnet_45,72.08,77.92,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_048_neutral_anything.json,0.9310666666666666,v4_direct_provider,1.0638297872340425,game_myth,Game -> myth
0.7749999999999999,0.3,14.46,13.685,5.0,4.7,noisy_positive_5_informed,Positive k=5 informed,0.9705673758865248,noise_positive_mem3_claude_sonnet_45,74.2,75.8,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_049_neutral_anything.json,0.964,v4_direct_provider,1.0638297872340425,game_myth,Game -> myth
0.593,0.2,13.793,13.2,5.0,4.8,noisy_positive_5_informed,Positive k=5 informed,0.9166666666666666,noise_positive_mem3_claude_sonnet_45,72.31,77.69,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_050_neutral_anything.json,0.9195333333333334,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.904,0.3,13.414,12.51,5.0,4.7,noisy_positive_5_informed,Positive k=5 informed,0.8872340425531915,noise_positive_mem3_claude_sonnet_45,70.92,79.08,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_051_neutral_anything.json,0.8942666666666665,v4_direct_provider,1.0638297872340425,game_myth,Game -> myth
1.133,0.2,14.433,13.3,5.0,4.8,noisy_positive_5_informed,Positive k=5 informed,0.9236111111111112,noise_positive_mem3_claude_sonnet_45,75.15,74.85,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_052_neutral_anything.json,0.9621999999999999,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
1.319,0.55,14.719,13.4,5.0,4.45,noisy_positive_5_informed,Positive k=5 informed,1.00374531835206,noise_positive_mem3_claude_sonnet_45,72.19,77.81,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_053_neutral_anything.json,0.9812666666666666,v4_direct_provider,1.1235955056179776,game_myth,Game -> myth
1.415,0.2,14.015,12.6,5.0,4.8,noisy_positive_5_informed,Positive k=5 informed,0.875,noise_positive_mem3_claude_sonnet_45,74.89,75.11,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_054_neutral_anything.json,0.9343333333333333,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
1.542,0.2,14.592,13.05,5.0,4.8,noisy_positive_5_informed,Positive k=5 informed,0.90625,noise_positive_mem3_claude_sonnet_45,73.41999999999999,76.58000000000001,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_055_neutral_anything.json,0.9728000000000001,v4_direct_provider,1.0416666666666667,game_myth,Game -> myth
0.625,0.346,14.225,13.6,4.996,4.65,noisy_positive_5_informed,Positive k=5 informed,0.974910394265233,noise_positive_mem3_claude_sonnet_45,68.89,81.03,74.96000000000001,149.92000000000002,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_056_neutral_anything.json,0.9490926074192688,v4_direct_provider,1.0744086021505377,game_myth,Game -> myth
0.717,0.3,14.817,14.1,5.0,4.7,noisy_positive_5_informed,Positive k=5 informed,1.0,noise_positive_mem3_claude_sonnet_45,73.17,76.83,75.0,150.0,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_057_neutral_anything.json,0.9878000000000001,v4_direct_provider,1.0638297872340425,game_myth,Game -> myth
0.999,0.322,14.199,13.2,4.922,4.6,noisy_positive_5_informed,Positive k=5 informed,0.9565217391304348,noise_positive_mem3_claude_sonnet_45,71.11,77.33,74.22,148.44,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_058_neutral_anything.json,0.961600975213328,v4_direct_provider,1.07,game_myth,Game -> myth
0.845,0.26,13.07,12.225,4.91,4.65,noisy_positive_5_informed,Positive k=5 informed,0.8763440860215054,noise_positive_mem3_claude_sonnet_45,71.56,76.64,74.1,148.2,noisy_positive_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_positive_5_informed/noise_positive_mem3_claude_sonnet_45_059_neutral_anything.json,0.887304820095044,v4_direct_provider,1.0559139784946237,game_myth,Game -> myth
0.754,0.2,14.585,13.831,5.0,4.8,noisy_positive_5,Positive k=5,0.9604861111111112,noise_positive_mem3_claude_sonnet_45,71.22999999999999,78.77000000000001,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_060_neutral_anything.json,0.9723333333333333,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.727,0.209,13.847,13.12,4.859,4.65,noisy_positive_5,Positive k=5,0.9405017921146953,noise_positive_mem3_claude_sonnet_45,73.3,73.88,73.59,147.18,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_061_neutral_anything.json,0.9499211085957331,v4_direct_provider,1.0449462365591398,myth_game,Myth -> game
0.84,0.362,14.29,13.45,4.962,4.6,noisy_positive_5,Positive k=5,0.9746376811594203,noise_positive_mem3_claude_sonnet_45,71.1,78.14,74.62,149.24,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_062_neutral_anything.json,0.959962380760446,v4_direct_provider,1.078695652173913,myth_game,Myth -> game
0.976,0.255,14.475999999999999,13.5,4.955,4.7,noisy_positive_5,Positive k=5,0.9574468085106383,noise_positive_mem3_claude_sonnet_45,71.05,78.05,74.55,149.1,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_063_neutral_anything.json,0.9738311469895727,v4_direct_provider,1.054255319148936,myth_game,Myth -> game
0.696,0.2,13.396,12.7,5.0,4.8,noisy_positive_5,Positive k=5,0.8819444444444444,noise_positive_mem3_claude_sonnet_45,71.24000000000001,78.75999999999999,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_064_neutral_anything.json,0.8930666666666667,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.87,0.19999999999999998,13.87,13.0,4.83,4.63,noisy_positive_5,Positive k=5,0.935925125989921,noise_positive_mem3_claude_sonnet_45,73.4,73.2,73.30000000000001,146.60000000000002,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_065_neutral_anything.json,0.9572118702553484,v4_direct_provider,1.043196544276458,myth_game,Myth -> game
1.0270000000000001,0.3,13.947,12.92,5.0,4.7,noisy_positive_5,Positive k=5,0.9163120567375885,noise_positive_mem3_claude_sonnet_45,70.19,79.81,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_066_neutral_anything.json,0.9298,v4_direct_provider,1.0638297872340425,myth_game,Myth -> game
1.27,0.2,14.52,13.25,5.0,4.8,noisy_positive_5,Positive k=5,0.9201388888888888,noise_positive_mem3_claude_sonnet_45,70.2,79.8,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_067_neutral_anything.json,0.968,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.5630000000000001,0.2,14.463000000000001,13.9,5.0,4.8,noisy_positive_5,Positive k=5,0.9652777777777778,noise_positive_mem3_claude_sonnet_45,72.35,77.65,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_068_neutral_anything.json,0.9642,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.526,0.2,14.725999999999999,14.2,5.0,4.8,noisy_positive_5,Positive k=5,0.9861111111111112,noise_positive_mem3_claude_sonnet_45,72.25999999999999,77.74000000000001,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_069_neutral_anything.json,0.9817333333333332,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.714,0.22,13.174,12.46,4.87,4.65,noisy_positive_5,Positive k=5,0.893189964157706,noise_positive_mem3_claude_sonnet_45,71.44,75.96000000000001,73.7,147.4,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_070_neutral_anything.json,0.9017111567419577,v4_direct_provider,1.0473118279569893,myth_game,Myth -> game
0.9990000000000001,0.2,14.108,13.109,5.0,4.8,noisy_positive_5,Positive k=5,0.9103472222222222,noise_positive_mem3_claude_sonnet_45,67.62,82.38,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_071_neutral_anything.json,0.9405333333333332,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.8089999999999999,0.2,13.894,13.085,5.0,4.8,noisy_positive_5,Positive k=5,0.9086805555555555,noise_positive_mem3_claude_sonnet_45,71.72,78.28,75.0,150.0,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_072_neutral_anything.json,0.9262666666666667,v4_direct_provider,1.0416666666666667,myth_game,Myth -> game
0.8190000000000001,0.206,13.244,12.425,4.631,4.425,noisy_positive_5,Positive k=5,0.935969868173258,noise_positive_mem3_claude_sonnet_45,68.41,74.21000000000001,71.31,142.62,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_073_neutral_anything.json,0.9532858273950909,v4_direct_provider,1.0465536723163842,myth_game,Myth -> game
0.624,0.193,13.467,12.843,4.843,4.65,noisy_positive_5,Positive k=5,0.9206451612903226,noise_positive_mem3_claude_sonnet_45,68.88,77.98,73.43,146.86,noisy_positive_5,False,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,positive,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_positive_5/noise_positive_mem3_claude_sonnet_45_074_neutral_anything.json,0.9269048110675203,v4_direct_provider,1.041505376344086,myth_game,Myth -> game
