version,experiment,model,task_order,noise_condition,noise_label,informed,balance_r10,mean_sent,mean_returned,path
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,70.58000000000001,4.557999999999999,11.495000000000001,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_017_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,71.84,4.684,11.519,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_015_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,72.47999999999999,4.748,11.5,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_012_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,72.86,4.786,10.775,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_010_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,73.75000000000001,4.875,10.225,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_018_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,75.0,5.0,12.421000000000001,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_016_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5_informed,gpt5nano_partner_myth_plus_reasoning,True,74.00999999999999,4.901,10.597999999999999,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5_informed/gpt5nano_partner_myth_plus_reasoning_014_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,70.22999999999999,4.523,11.803,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_005_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,73.65,4.865,11.668000000000001,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_007_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,72.46,4.746,11.386,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_001_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,67.91,4.2909999999999995,11.581,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_009_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,71.91,4.691,10.423,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_003_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,69.13,4.412999999999999,10.814,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_004_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,66.59,4.159,11.693999999999999,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_008_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,73.63,4.863,12.146,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_000_neutral_anything.json
v4_direct_provider_A1A3_combined,gpt5nano_partner_myth_plus_reasoning,gpt-5-nano,game_myth,noisy_positive_5,gpt5nano_partner_myth_plus_reasoning,False,70.08,4.508,11.198,noise_experiments/v4_direct_provider_A1A3_combined/gpt5nano_partner_myth_plus_reasoning/gpt-5-nano/game_myth/noisy_positive_5/gpt5nano_partner_myth_plus_reasoning_002_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game,noisy_bootstrap_cooperation_informed,bootstrap,True,71.0,4.6,13.8,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_005_neutral.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game,noisy_bootstrap_cooperation_informed,bootstrap,True,74.0,4.9,14.7,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_004_neutral.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game,noisy_bootstrap_cooperation_informed,bootstrap,True,71.0,4.6,13.8,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_003_neutral.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game,noisy_bootstrap_cooperation,bootstrap,False,69.0,4.4,13.2,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_002_neutral.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game,noisy_bootstrap_cooperation,bootstrap,False,71.0,4.6,13.8,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_001_neutral.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game,noisy_bootstrap_cooperation,bootstrap,False,72.0,4.7,14.1,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_000_neutral.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,73.0,4.8,14.4,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_017_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,73.0,4.8,14.4,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_015_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,68.0,4.3,12.9,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_016_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,bootstrap,False,67.0,4.2,12.6,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_013_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,bootstrap,False,66.0,4.1,12.3,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_014_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,bootstrap,False,66.0,4.1,12.3,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_012_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game_myth,noisy_bootstrap_cooperation_informed,bootstrap,True,72.0,4.7,14.1,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_009_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game_myth,noisy_bootstrap_cooperation_informed,bootstrap,True,72.0,4.7,14.1,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_011_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game_myth,noisy_bootstrap_cooperation_informed,bootstrap,True,71.0,4.6,13.8,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/gpt5nano_shared_context_bootstrap_pilot_010_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game_myth,noisy_bootstrap_cooperation,bootstrap,False,72.0,4.7,14.1,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_007_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game_myth,noisy_bootstrap_cooperation,bootstrap,False,65.0,4.0,12.0,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_008_neutral_anything.json
v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,gpt-5-nano,game_myth,noisy_bootstrap_cooperation,bootstrap,False,71.0,4.6,13.8,noise_experiments/v4_direct_provider_shared_context_pilot/gpt5nano_shared_context_bootstrap_pilot/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/gpt5nano_shared_context_bootstrap_pilot_006_neutral_anything.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,64.0,3.9,11.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_051_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,58.0,3.3,9.9,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_052_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,64.0,3.9,11.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_058_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,66.0,4.1,12.3,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_057_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,60.0,3.5,10.5,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_048_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,70.0,4.5,13.5,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_054_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,62.0,3.7,11.1,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_047_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,72.0,4.7,14.1,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_050_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,67.0,4.2,12.6,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_053_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,65.0,4.0,12.0,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_059_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_045_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,74.0,4.9,14.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_056_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,63.0,3.8,11.4,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_049_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,71.0,4.6,13.8,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_046_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation_informed,gpt5nano_partner_myth_adversarial_bootstrap,True,67.0,4.2,12.6,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation_informed/gpt5nano_partner_myth_adversarial_bootstrap_055_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,69.0,4.4,13.2,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_042_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,71.0,4.6,13.8,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_032_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_041_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,74.0,4.9,14.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_031_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,74.0,4.9,14.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_034_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,71.0,4.6,13.8,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_044_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,61.0,3.6,10.8,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_038_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,73.0,4.8,14.4,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_037_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,64.0,3.9,11.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_033_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,73.0,4.8,14.4,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_043_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,64.0,3.9,11.7,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_030_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,73.0,4.8,14.4,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_040_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,57.0,3.2,9.6,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_035_neutral_trickster_exploitation.json
v4_direct_provider_A1_adversarial_bootstrap,gpt5nano_partner_myth_adversarial_bootstrap,gpt-5-nano,myth_game,noisy_bootstrap_cooperation,gpt5nano_partner_myth_adversarial_bootstrap,False,68.0,4.3,12.9,noise_experiments/v4_direct_provider_A1_adversarial_bootstrap/gpt5nano_partner_myth_adversarial_bootstrap/gpt-5-nano/myth_game/noisy_bootstrap_cooperation/gpt5nano_partner_myth_adversarial_bootstrap_039_neutral_trickster_exploitation.json
