condition,arm,run,round,agent,word_count,role_frame_hits,action_hits,exchange_hits,has_role_frame,has_action,has_exchange,text_preview
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything.json,10,Agent_2,207,0,3,0,False,True,False,"Myth: The ninth moon rose—three times three, completion cubed, the final gate before the cycle renews. The second village held nine seeds in trembling hands, but the trembling wasn't fear. It was recognition. Five seeds "
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything.json,10,Agent_1,220,0,1,0,False,True,False,"Myth: The ninth moon—three times three, the holy trinity cubed—illuminated the Western Guardian. Three coins rested in their palm, already humming with anticipation. They didn't lift the coins. The coins lifted themselve"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,1,Agent_1,201,0,10,5,False,True,True,"# The Tale of the Two Rivers In ancient times, there lived two river spirits who dwelled on opposite sides of a great mountain. The First River flowed with silver waters, while the Second River ran with golden streams. O"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,1,Agent_2,208,2,6,7,True,True,True,"# The Tale of the Twin Springs In an ancient valley lived two villages, divided by a great stone wall built by their ancestors. Each village had a magical spring that produced water with a curious property: any water giv"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,2,Agent_2,205,0,7,6,False,True,True,"Myth: In the time before memory, two villages shared a valley divided by an ancient wall. Each moon cycle, they would alternate roles in a sacred ritual of the Threefold Spring—one village could pour water through holes "
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,2,Agent_1,202,0,7,7,False,True,True,"Myth: In the beginning, there was only the Divided Sea—two halves separated by an invisible current. The Northern Sea held storms, while the Southern Sea held calm. The Ancient Tide decreed they must exchange their water"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,3,Agent_1,218,0,8,12,False,True,True,"Myth: The Southern Sea received the Northern storm-waters, tripled by the Ancient Tide. The whales and dolphins gathered, watching their sea decide. A school of silver fish spoke: ""Return half—show that trust was not mis"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,3,Agent_2,216,0,6,9,False,True,True,"Myth: Under the Second Moon, the villages remembered the First Moon's lesson. The Eastern village had poured sixty drops through the wall and received ninety in return—both villages had prospered equally from courage and"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,4,Agent_2,217,0,10,8,False,True,True,"Myth: Under the Third Moon, the Eastern village received one hundred eighty drops through the wall—the Western village had sent sixty, just as the East had done before them. Perfect symmetry. The Eastern elder gathered t"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,4,Agent_1,230,0,14,7,False,True,True,"Myth: The Third Moon rose, casting silver light upon both seas. The Ancient Tide's rhythm continued, and once more the Northern Sea prepared to send. The storm-spirits gathered. ""We have sent three currents twice now, an"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,5,Agent_1,224,0,9,2,False,True,True,"Myth: The Fourth Moon illuminated the valley. Now the Southern Sea received the Northern waters again—three currents becoming nine through the Ancient Tide's blessing. The dolphins circled, their movements graceful and c"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,5,Agent_2,226,0,9,7,False,True,True,"Myth: The Fourth Moon rose, full and bright, over the two villages. The Western village prepared their offering once more—sixty drops, as they had sent in the Second Moon. The rhythm was now undeniable. The Western elder"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,6,Agent_2,220,0,4,6,False,True,True,"Myth: The Fifth Moon rose, marking a full cycle of seasons. The Eastern village watched as sixty drops flowed through the wall from the West, tripling to one hundred eighty as always. The pattern had become as reliable a"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,6,Agent_1,215,0,8,5,False,True,True,"Myth: The Fifth Moon rose, its light brighter than all before. The Northern Sea prepared to send once more—the rhythm unbroken through four complete cycles. The storm-spirits gathered at the Ancient Tide's edge. ""Five mo"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,7,Agent_1,213,0,4,6,False,True,True,"Myth: The Sixth Moon cast silver light across the waters. The Southern Sea received the Northern currents—three becoming nine through the Ancient Tide's blessing. Now the dolphins prepared their return. ""Six moons,"" sang"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,7,Agent_2,215,0,7,2,False,True,True,"Myth: The Sixth Moon rose over the Western village, and the elder didn't hesitate. Sixty drops flowed through the wall without debate or council—the decision was as natural as rain falling downward. A merchant from dista"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,8,Agent_2,226,4,4,4,True,True,True,Myth: The Seventh Moon rose over the Eastern village. The Western drops arrived—sixty becoming one hundred eighty through the wall's ancient magic. The Eastern elder prepared the return without a moment's doubt. A schola
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,8,Agent_1,214,0,5,4,False,True,True,"Myth: The Seventh Moon rose, and the Northern Sea sent its currents without thought, as dolphins breach without counting waves. Three currents flowed south—the sacred sixty—transforming through ancient magic to nine. The"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,9,Agent_1,223,0,11,1,False,True,True,"Myth: The Eighth Moon illuminated the Southern Sea as nine currents arrived from the North. The dolphins gathered the sacred five to return—the same five they'd sent back seven times before, as reliable as the tide itsel"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,9,Agent_2,217,1,5,1,True,True,True,"Myth: The Eighth Moon illuminated the Western village. The elder lifted sixty drops to send eastward—a gesture as automatic as breathing, as natural as rainfall seeking the sea. A young apprentice asked, ""Elder, do you s"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,10,Agent_2,222,0,9,1,False,True,True,"Myth: The Ninth Moon rose as the Eastern village received one hundred eighty drops through the ancient wall. Without pause, without calculation, the elder prepared one hundred drops to return westward—the same hundred re"
No Noise,myth_game_directive,data/json/myth_causal_neutral_directive_claude_r10_n5/claude-sonnet-4.5/myth_game/myth_causal_neutral_directive_claude_r10_n5_014_neutral_rep04_myth_game_directive_anything_2.json,10,Agent_1,218,0,13,2,False,True,True,"Myth: The Ninth Moon rose over the Northern Sea. The dolphins gathered three currents to send southward—the same three they'd sent nine times now, across eighteen total exchanges of giving and returning. A young dolphin,"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,1,Agent_1,206,0,0,2,False,False,True,"# The Weaver's Gift Long ago, before stars filled the sky, the night was completely dark. People huddled in fear when the sun disappeared, unable to see their loved ones or find their way home. A young weaver named Alina"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,1,Agent_2,211,0,0,1,False,False,True,"# The Gift of the Firebird In the time before time, the sky was an endless void of darkness. The first people lived beneath this empty canvas, guided only by the sun's brief daily journey. A curious child named Aria wond"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,2,Agent_2,210,0,0,1,False,False,True,"Myth: In the age of beginnings, the world knew only harsh daylight and complete darkness. There was no gentle transition, no mercy between extremes. A young shepherd named Kael tended his flocks at the boundary between l"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,2,Agent_1,205,0,0,2,False,False,True,"Myth: Long ago, when the world knew only harsh sunlight or complete darkness, a potter named Kira mourned the absence of gentleness. Dawn arrived like a sword slash, and dusk fell like a heavy curtain, leaving no time fo"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,3,Agent_1,213,0,0,3,False,False,True,"Myth: In the beginning, the ocean was frozen in place—a vast mirror that neither advanced nor retreated. The shore people lived in constant unease, never knowing if the water would suddenly surge forward or vanish entire"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,3,Agent_2,208,0,0,1,False,False,True,"Myth: Before the age of wisdom, Day and Night were enemies who fought bitterly at their borders. Their battles created violent winds and frightening storms that harmed all living things caught between them. A healer name"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,4,Agent_2,200,0,0,1,False,False,True,"Myth: In the world's youth, River and Desert waged endless war. River sought to drown the sands, while Desert yearned to drink the waters dry. Their conflict created wastelands where nothing could survive—mud that trappe"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,4,Agent_1,207,0,0,2,False,False,True,"Myth: In the earliest days, the world knew only Endless Summer—blazing and unchanging. Plants grew until they collapsed from exhaustion, never resting. Animals bore young constantly, never pausing. The earth herself grew"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,5,Agent_1,201,0,2,5,False,True,True,"Myth: In humanity's first age, people never slept—minds blazed endlessly like stars that could not dim. They created, built, and dreamed with eyes forever open. Yet their thoughts grew tangled, their memories confused, a"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,5,Agent_2,209,0,0,0,False,False,False,"Myth: In ancient times, Fire and Stone were locked in bitter struggle. Fire sought to melt Stone into submission, while Stone yearned to smother Fire completely. Their eternal combat turned the world into a hellscape of "
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,6,Agent_2,205,0,0,3,False,False,True,"Myth: Before memory, Wind and Mountain waged ceaseless war. Wind howled to erode Mountain's peaks into dust, while Mountain rose higher to trap Wind in stagnant valleys. Their conflict created wastelands—cliffs too sheer"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,6,Agent_1,202,0,1,0,False,True,False,"Myth: In the world's beginning, humans possessed perfect memory—every moment preserved like amber-trapped insects, crystalline and eternal. They remembered every joy, every wound, every conversation across all their year"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,7,Agent_1,198,0,5,5,False,True,True,"Myth: In the first days, humans were born with clenched fists, hands forever gripping treasures from the moment of their birth. Each person held tight to gifts given by the cosmos—wisdom, beauty, strength, or love—but th"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,7,Agent_2,191,0,2,2,False,True,True,"Myth: In the earliest days, Rain and Earth were sworn enemies. Rain fell in merciless torrents, seeking to dissolve Earth into mud, while Earth hardened into impenetrable clay, refusing Rain entry. Their standoff left th"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,8,Agent_2,198,0,0,0,False,False,False,"Myth: In ancient times, Frost and Seed existed in bitter opposition. Frost descended each year to kill, splitting bark and blackening leaves, while Seeds burrowed deep, hiding from Frost's crystalline touch. The world al"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,8,Agent_1,199,0,3,15,False,True,True,"Myth: In ancient times, humans learned to open their hands, releasing gifts freely into the world. But soon they discovered a harsh truth: not all open palms were met with gratitude. Some took without returning. Some acc"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,9,Agent_1,208,0,1,4,False,True,True,"Myth: After Sima taught her village about measured giving and watchful eyes, the community became cautious. They protected their stores, closed their hands to strangers, and survived many winters. But something was lost—"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,9,Agent_2,200,0,0,2,False,False,True,"Myth: After the great freeze taught Kira about resilience, she faced a new challenge. Spring arrived with abundant seeds, but memory of winter's losses made her fearful. She considered keeping all seeds locked in storage"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,10,Agent_2,208,0,5,9,False,True,True,"Myth: Kira learned Tam's method of strategic cultivation—testing small patches before committing deeply. But when she encountered another gardener named Maven at the village boundary, both hesitated. Each had been betray"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,10,Agent_1,215,0,0,2,False,False,True,"Myth: After Lir taught the village about golden repair, people began mending their broken vessels. But having the repaired bowls was not the same as trusting them with precious contents. A merchant named Dara held a bowl"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,1,Agent_1,194,0,0,0,False,False,False,"**The Moon's Promise** Long ago, the Moon shone full and bright every night, never changing. She was proud of her perfect, round beauty and looked down upon the Earth with constant radiance. One evening, a young child lo"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,1,Agent_2,206,0,0,3,False,False,True,"# The Birth of Stars Long ago, when the world was young, the night sky was completely dark. The Moon ruled alone, proud and luminous, casting silver light upon the sleeping earth. One day, the Sun challenged the Moon to "
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,2,Agent_2,209,0,0,2,False,False,True,"Myth: Long ago, when the world was young, the night sky was completely dark. The Moon ruled alone, proud and luminous, casting silver light upon the sleeping earth. One day, the Sun challenged the Moon's importance. ""I b"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,2,Agent_1,201,0,0,5,False,False,True,"Myth: After the Moon learned to wax and wane, serving the world through her changing phases, the Sun grew curious. He had watched her transformation from pride to humility and wondered if he too could serve better. ""Dear"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,3,Agent_1,200,0,0,3,False,False,True,"Myth: After the Sun and Moon learned balance, the newly-formed Stars gathered before them, seeking wisdom. ""Great teachers,"" they asked, ""we watch you share the sky in harmony. But we are many and small. What is our purp"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,3,Agent_2,199,0,1,0,False,True,False,"Myth: After the stars filled the sky, born from the Moon's tears, they watched over the Earth with gentle light. But the youngest star, Astra, still doubted her worth. One night, a terrible storm arose. Dark clouds swall"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,4,Agent_2,208,0,0,2,False,False,True,"Myth: Years passed after Astra's storm, and the small stars grew confident in their gentle light. They had learned that softness could guide lost travelers, that patience could penetrate darkness where force could not. B"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,4,Agent_1,204,0,1,2,False,True,True,"Myth: After the Stars learned their purpose from the Sun and Moon, they spread across the heavens in beautiful patterns. Each had found their role—some bright navigators, others soft companions to the lonely. But one nig"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,5,Agent_1,192,0,0,3,False,False,True,"Myth: The Wind, now calmed by the Stars' gentle understanding, became their friend. For many nights, he carried their light further, helping it reach distant travelers. Cooperation flourished. But then came a comet, stre"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,5,Agent_2,208,0,0,1,False,False,True,"Myth: The Stars had mastered their lessons—gentleness for comfort, strength for danger, patience when brightness failed. They felt wise, complete. Then came a night when two villages prepared for war. Each side needed di"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,6,Agent_2,214,0,0,10,False,False,True,"Myth: After the Stars learned to illuminate opposing truths, they believed their wisdom was complete. Then came the night a young Star named Lyra offered her brightest light to guide a merchant through dangerous mountain"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,6,Agent_1,219,0,0,1,False,False,True,"Myth: After the comet crisis, the Wind and Stars celebrated their wisdom—knowing when to be gentle or fierce, when to provide different lights for different needs. But then confusion arose. The Wind believed he was carry"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,7,Agent_1,205,0,3,8,False,True,True,"Myth: The Wind and Stars, humbled by learning about the Cloud's distortion, tried to cooperate anew. But difficulties persisted. One night, the Wind carried what he believed was full starlight to a village, yet the Stars"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,7,Agent_2,224,0,0,6,False,False,True,"Myth: Lyra continued shining her cautious, dimmer light for the merchant, hoping he would understand her message: trust must be rebuilt gradually. But the merchant seemed confused. He brought only a small offering of can"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,8,Agent_2,219,0,1,4,False,True,True,"Myth: After Lyra shone slightly brighter in acknowledgment, she waited to see the merchant's response. But he brought only the smallest handful of candles—a dim flicker barely visible from the mountain base. Lyra's own l"
"Negative U(0,2) (Informed)",myth_control,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,8,Agent_1,209,0,5,3,False,True,True,"Myth: After many nights of moderate exchanges, the Wind and Stars still couldn't fully discern truth from distortion. The Cloud's interference remained unpredictable. One evening, the Wind received what seemed like parti"
