path,uploader,expset,model,inferred,agent,task,etype,emsg,resp_chars,resp_out,resp_rtok,resp_head
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_myth_game_n5_021_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_5,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_myth_game_n5_020_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 2}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_027_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_4,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_027_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_7,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_027_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_7,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_029_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_029_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 2}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_025_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_6,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_025_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_5,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_6,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_028_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
